Country,Maker/Brand,Type,Group_Segment,Segment,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Region,Total
Korea,Hyundai,SUV/CDV,SUV,SUV-D,0,0,0,0,0,0,0,66994,100176,110122,Asia,277292
Korea,Hyundai,SUV/CDV,SUV,SUV-D,0,0,0,0,4374,107598,157331,157707,152222,165246,Asia,744478
Korea,Hyundai,SUV/CDV,SUV,SUV-D,170336,174829,138252,95897,150267,132733,90175,93743,79130,98211,Asia,1223573
Korea,Hyundai,SUV/CDV,SUV,SUV-D,5083,2646,0,0,0,0,0,0,0,0,Asia,7729
Korea,Hyundai,SUV/CDV,Unclassified,Unclassified,0,0,0,164,0,0,0,0,0,0,Asia,164
Korea,Hyundai,Trucks,Unclassified,Unclassified,3000,2119,2366,3142,2848,2626,2026,2314,1253,2069,Asia,23763
Korea,Hyundai,Trucks,Unclassified,Unclassified,334,163,302,538,596,531,823,824,761,622,Asia,5494
Korea,Hyundai,Trucks,Unclassified,Unclassified,0,0,96541,101174,100408,104177,90219,90575,93192,95781,Asia,772067
Korea,Hyundai,Trucks,Unclassified,Unclassified,21697,19778,14808,15940,13327,13285,11878,12035,9170,6905,Asia,138823
Korea,Hyundai,Trucks,Unclassified,Unclassified,28240,25667,22038,23911,17249,14111,10541,13943,16189,11969,Asia,183858
Korea,Hyundai,Trucks,Unclassified,Unclassified,115490,118115,15479,16902,21142,11344,10471,10516,14974,23348,Asia,357781
Korea,Hyundai,Buses,MPV,MPV,0,0,45493,47304,50553,0,0,0,0,0,Asia,143350
Korea,Hyundai,Buses,MPV,MPV,85811,100225,37106,35897,33506,69579,57033,15596,0,0,Asia,434753
Korea,Hyundai,Buses,MPV,MPV,0,0,0,0,0,0,0,39718,58635,69028,Asia,167381
Korea,Hyundai,Buses,Unclassified,Unclassified,354,673,191,0,0,0,0,0,0,0,Asia,1218
Korea,Hyundai,Buses,Unclassified,Unclassified,0,0,277,299,314,296,229,127,150,167,Asia,1859
Korea,Hyundai,Buses,Unclassified,Unclassified,6314,6596,5622,3469,5047,5596,3427,2006,2701,4237,Asia,45015
Korea,Hyundai,Buses,Unclassified,Unclassified,0,0,0,0,0,0,379,545,730,1154,Asia,2808
Korea,Hyundai,Buses,Unclassified,Unclassified,466,553,553,733,874,677,738,536,425,384,Asia,5939
Korea,Hyundai,Buses,Unclassified,Unclassified,0,362,602,849,822,734,838,479,709,1221,Asia,6616
Korea,Hyundai,Buses,Unclassified,Unclassified,2246,2412,2288,2847,2560,2384,2057,1190,1041,649,Asia,19674
Korea,Hyundai,Buses,Unclassified,Unclassified,219,172,157,99,144,98,68,33,0,0,Asia,990
Korea,Hyundai,Buses,Unclassified,Unclassified,2664,2552,2544,2514,1976,2084,1529,727,1531,1929,Asia,20050
Korea,Hyundai,Buses,Unclassified,Unclassified,1295,842,753,700,83,374,24,2,37,0,Asia,4110
Korea,Hyundai,SPV,Unclassified,Unclassified,2748,1575,3571,2789,1633,1219,1256,1909,3557,1604,Asia,21861
Korea,Kia,Cars,Passenger,Passenger A,252633,248070,209700,214069,231032,195516,134962,141035,150561,145892,Asia,1923470
Korea,Kia,Cars,Passenger,Passenger A,30084,25720,20556,20882,26478,26658,29438,34935,44512,51269,Asia,310532
Korea,Kia,Cars,Passenger,Passenger B,244756,220708,197352,100352,59323,54739,45650,48590,54445,25180,Asia,1051095
Korea,Kia,Cars,Passenger,Passenger C,239896,225066,147369,87949,91748,93898,51372,59324,43242,34375,Asia,1074239
Korea,Kia,Cars,Passenger,Passenger D,145005,132111,106336,101578,96496,89865,115435,85079,50472,55509,Asia,977886
Korea,Kia,Cars,Passenger,Passenger D,0,0,156,23797,34527,22910,16755,19984,15297,4669,Asia,138095
Korea,Kia,Cars,Passenger,Passenger E,41184,31550,62652,66724,45025,58282,44561,3552,0,0,Asia,353530
Korea,Kia,Cars,Passenger,Passenger E,0,0,0,0,0,0,0,42224,48068,43581,Asia,133873
Korea,Kia,Cars,Passenger,Passenger E,0,0,3178,2350,0,0,0,0,0,0,Asia,5528
Korea,Kia,Cars,Passenger,Passenger E,9099,6299,0,0,14263,10668,8065,5676,6919,3809,Asia,64798
Korea,Kia,SUV/CDV,Passenger,Passenger C,221213,222612,172184,165508,156701,142365,85799,97074,77818,65627,Asia,1406901
Korea,Kia,SUV/CDV,SUV,SUV-C,0,0,45497,114311,110864,133467,136847,138695,154201,168096,Asia,1001978
Korea,Kia,SUV/CDV,SUV,SUV-C,0,0,0,0,0,48069,143768,114082,139505,164973,Asia,610397
Korea,Kia,SUV/CDV,SUV,SUV-C,0,0,205363,201100,183908,170663,124449,149461,151777,205230,Asia,1391951
Korea,Kia,SUV/CDV,SUV,SUV-C,160310,162706,0,0,0,0,0,0,0,0,Asia,323016
Korea,Kia,SUV/CDV,SUV,SUV-C,0,0,0,43758,76619,92425,58482,76240,90080,85975,Asia,523579
Korea,Kia,SUV/CDV,SUV,SUV-D,0,0,0,0,0,0,0,30861,84718,95830,Asia,211409
Korea,Kia,SUV/CDV,SUV,SUV-D,0,0,0,0,0,0,0,0,0,37265,Asia,37265
Korea,Kia,SUV/CDV,SUV,SUV-D,15628,12644,16719,18627,8996,10315,21190,11870,13324,4007,Asia,133320
Korea,Kia,SUV/CDV,SUV,SUV-D,0,0,131105,117654,111230,101504,117910,126296,135426,167009,Asia,1008134
Korea,Kia,SUV/CDV,SUV,SUV-D,120642,145438,0,0,0,0,0,0,0,0,Asia,266080
Korea,Kia,SUV/CDV,MPV,MPV,48043,36562,26105,24652,17644,0,0,0,0,0,Asia,153006
Korea,Kia,SUV/CDV,MPV,MPV,74662,137378,117545,118236,107577,104010,85042,117354,109219,142687,Asia,1113710
Korea,Kia,Trucks,Unclassified,Unclassified,94379,93261,78971,84373,79390,77656,73272,83819,90527,89921,Asia,845569
Korea,Kia,Buses,Unclassified,Unclassified,163,196,169,266,276,245,151,138,227,65,Asia,1896
Korea,Kia,Buses,Unclassified,Unclassified,0,0,0,0,0,0,0,0,0,228,Asia,228
Korea,Kia,Buses,Unclassified,Unclassified,0,0,43,21,49,55,50,21,40,110,Asia,389
Korea,Kia,Buses,Unclassified,Unclassified,468,419,0,0,0,0,0,0,0,0,Asia,887
Korea,Kia,Buses,Unclassified,Unclassified,0,0,318,392,353,465,208,165,190,175,Asia,2266
Korea,Kia,Buses,Unclassified,Unclassified,447,649,669,570,513,381,173,114,403,516,Asia,4435
Korea,Kia,Buses,Unclassified,Unclassified,501,396,290,262,159,212,120,26,69,146,Asia,2181
Korea,Kia,SPV,Unclassified,Unclassified,13372,16682,14568,15089,16244,15734,13566,12351,11923,14109,Asia,143638
Korea,Genesis,Cars,Passenger,Passenger D,0,0,0,6426,29610,27273,15547,19511,20768,21359,Asia,140494
Korea,Genesis,Cars,Passenger,Passenger E,0,0,30132,56954,45544,27280,62752,65064,54797,54057,Asia,396580
Korea,Genesis,Cars,Passenger,Passenger E,0,1828,25720,17697,12769,19300,11986,7315,26723,12905,Asia,136243
Korea,Genesis,SUV/CDV,SUV,SUV-C,0,0,0,0,0,0,0,1433,11238,10146,Asia,22817
Korea,Genesis,SUV/CDV,SUV,SUV-D,0,0,0,0,0,0,1272,59654,56731,57463,Asia,175120
Korea,Genesis,SUV/CDV,SUV,SUV-E,0,0,0,0,0,122,45378,46921,46841,57660,Asia,196922
Korea,Opel/Chevrolet (2018-20),SUV/CDV,SUV,SUV-B,0,0,0,0,251784,223632,80910,0,0,0,Asia,556326
Korea,Tata/Daewoo,Trucks,Unclassified,Unclassified,7457,6075,6580,7009,4584,3303,2551,7007,7620,6219,Asia,58405
Korea,Tata/Daewoo,Trucks,Unclassified,Unclassified,1588,1673,1563,685,723,427,452,786,784,826,Asia,9507
Korea,Tata/Daewoo,SPV,Unclassified,Unclassified,2128,2767,1199,1787,1385,939,1118,1549,1298,1468,Asia,15638
Korea,KG Mobility / Ssangyong,Cars,Passenger,Passenger E,928,0,0,0,0,0,0,0,0,0,Asia,928
Korea,KG Mobility / Ssangyong,Cars,Passenger,Passenger E,1530,1359,0,0,0,0,0,0,0,0,Asia,2889
Korea,KG Mobility / Ssangyong,Cars,Passenger,Passenger E,0,0,919,314,0,0,0,0,0,0,Asia,1233
Korea,KG Mobility / Ssangyong,SUV/CDV,SUV,SUV-C,2179,389,5,0,0,0,0,0,0,0,Asia,2573
Korea,KG Mobility / Ssangyong,SUV/CDV,SUV,SUV-C,60182,24854,0,0,8127,23799,26007,16589,18737,14479,Asia,192774
Korea,KG Mobility / Ssangyong,SUV/CDV,SUV,SUV-C,0,0,14552,13994,0,0,0,0,0,0,Asia,28546
Korea,KG Mobility / Ssangyong,SUV/CDV,SUV,SUV-C,108,64732,86253,72480,57551,44641,30445,22414,20571,15403,Asia,414598
Korea,KG Mobility / Ssangyong,SUV/CDV,SUV,SUV-D,8887,0,0,0,0,0,0,0,0,0,Asia,8887
Korea,KG Mobility / Ssangyong,SUV/CDV,SUV,SUV-D,13358,10664,11031,21671,67332,62725,13410,9168,13393,10321,Asia,233073
Korea,KG Mobility / Ssangyong,SUV/CDV,SUV,SUV-D,0,0,0,0,0,0,0,0,23311,51280,Asia,74591
Korea,KG Mobility / Ssangyong,SUV/CDV,MPV,MPV,15073,9375,8629,6535,4661,484,0,0,0,0,Asia,44757
Korea,KG Mobility / Ssangyong,SUV/CDV,Pickup Truck,Pickup Truck,38014,34260,34211,30351,4467,1345,0,0,0,0,Asia,142648
Korea,KG Mobility / Ssangyong,Pickup,SUV,SUV-D,0,0,0,0,0,0,36978,33838,39317,28497,Asia,138630
Korea,Daewoo Bus Corporation,Buses,Unclassified,Unclassified,0,0,0,0,0,0,0,0,0,0,Asia,0
Korea,Daewoo Bus Corporation,Buses,Unclassified,Unclassified,0,0,0,0,0,0,0,0,0,0,Asia,0
Korea,Daewoo Bus Corporation,Buses,Unclassified,Unclassified,1112,954,814,694,723,789,253,0,0,0,Asia,5339
Korea,Daewoo Bus Corporation,Buses,Unclassified,Unclassified,782,1179,1435,1252,975,295,250,0,0,0,Asia,6168
Korea,Daewoo Bus Corporation,Buses,Unclassified,Unclassified,0,0,0,0,0,0,0,0,0,0,Asia,0
Korea,Daewoo Bus Corporation,Buses,Unclassified,Unclassified,1195,852,803,437,369,780,198,0,0,0,Asia,4634
Korea,Daewoo Bus Corporation,Buses,Unclassified,Unclassified,0,0,0,0,0,0,0,0,0,0,Asia,0
Korea,Daewoo Bus Corporation,Buses,Unclassified,Unclassified,0,0,0,0,0,0,0,0,0,0,Asia,0
Korea,Daewoo Bus Corporation,Buses,Unclassified,Unclassified,0,0,0,0,0,0,0,0,0,0,Asia,0
Korea,Daewoo Bus Corporation,Buses,Unclassified,Unclassified,0,0,0,0,0,0,0,0,0,0,Asia,0
Korea,Daewoo Bus Corporation,Buses,Unclassified,Unclassified,0,0,0,0,0,0,0,0,0,0,Asia,0
Korea,Daewoo Bus Corporation,Buses,Unclassified,Unclassified,150,95,54,52,60,50,6,0,0,0,Asia,467
Korea,Other/Adjustment,N/A,Unclassified,Unclassified,0,0,0,0,0,0,0,0,0,0,Asia,0
Indonesia,VW,Cars,Passenger,Passenger C,363,261,297,0,0,0,0,0,0,0,Asia,921
Indonesia,VW,Cars,MPV,MPV,237,0,0,0,0,0,0,0,0,0,Asia,237
Indonesia,VW,Light Trucks,Unclassified,Unclassified,64,0,0,0,0,0,0,0,0,0,Asia,64
Indonesia,Audi,Cars,Passenger,Passenger D,191,0,0,0,0,0,0,0,0,0,Asia,191
Indonesia,Audi,Cars,Passenger,Passenger E,257,60,105,0,0,0,0,0,0,0,Asia,422
Indonesia,Toyota,Cars,Passenger,Passenger A,71717,65781,63595,47060,60168,52905,33163,47814,49155,46984,Asia,538342
Indonesia,Toyota,Cars,Passenger,Passenger A,13740,6152,3800,664,0,0,0,0,0,0,Asia,24356
Indonesia,Toyota,Cars,Passenger,Passenger B,28431,32851,44509,29193,23822,31523,23035,32905,19095,0,Asia,265364
Indonesia,Toyota,Cars,Passenger,Passenger B,20577,19834,16683,10774,10118,8075,4478,6794,4191,1022,Asia,102546
Indonesia,Toyota,Cars,SUV,SUV-B,0,0,0,0,0,0,0,34688,76396,82072,Asia,193156
Indonesia,Toyota,Cars,SUV,SUV-B,29447,28542,20274,20066,87369,112312,63663,97628,101147,73125,Asia,633573
Indonesia,Toyota,Cars,SUV,SUV-C,0,0,0,0,0,0,0,0,0,31007,Asia,31007
Indonesia,Toyota,Cars,SUV,SUV-D,61483,43201,56270,94246,73436,62460,37002,57123,65348,60988,Asia,611557
Indonesia,Toyota,Cars,MPV,MPV,200328,152376,128075,162875,117375,115314,56490,72105,61091,63703,Asia,1129732
Indonesia,Toyota,Cars,MPV,MPV,0,0,46802,73341,64043,54439,23443,35256,43670,45867,Asia,386861
Indonesia,Toyota,Cars,MPV,MPV,61748,54422,57797,71706,65822,57912,31555,52133,51129,76550,Asia,580774
Indonesia,Toyota,Cars,MPV,MPV,1653,1186,522,0,0,0,0,0,0,0,Asia,3361
Indonesia,Toyota,Cars,MPV,MPV,0,0,19824,25387,11771,6669,2063,2085,881,99,Asia,68779
Indonesia,Toyota,Cars,MPV,MPV,0,0,0,0,0,0,0,9858,105061,81832,Asia,196751
Indonesia,Toyota,Pickup,Unclassified,Unclassified,0,0,0,15385,16199,14185,13163,16695,24990,25878,Asia,126495
Indonesia,Toyota,Light Trucks,Unclassified,Unclassified,4981,4438,4245,0,0,0,0,0,0,0,Asia,13664
Indonesia,Toyota,Trucks,Unclassified,Unclassified,0,0,0,1790,1450,800,315,350,265,135,Asia,5105
Indonesia,Daihatsu,Cars,Passenger,Passenger A,54232,36745,39911,28052,26951,22110,13091,21384,23608,23654,Asia,289738
Indonesia,Daihatsu,Cars,SUV,SUV-B,0,0,0,0,0,0,0,10749,8342,5317,Asia,24408
Indonesia,Daihatsu,Cars,SUV,SUV-B,24162,17369,13494,10450,31460,22960,12364,18565,24824,24226,Asia,199874
Indonesia,Daihatsu,Cars,MPV,MPV,6701,2865,3572,4999,3841,3992,1576,2459,2569,2997,Asia,35571
Indonesia,Daihatsu,Cars,MPV,MPV,0,0,31605,44994,50901,52288,23295,40393,51513,61559,Asia,356548
Indonesia,Daihatsu,Cars,MPV,MPV,62328,52419,45284,38535,29503,21675,7638,15645,26059,14327,Asia,313413
Indonesia,Daihatsu,Cars,Unclassified,Unclassified,0,0,0,14528,16191,16446,8633,13256,16187,11740,Asia,96981
Indonesia,Daihatsu,Pickup,Unclassified,Unclassified,0,0,0,42507,42392,35926,23742,41368,48856,43357,Asia,278148
Indonesia,Daihatsu,Pickup,Unclassified,Unclassified,0,0,0,441,148,92,0,0,0,0,Asia,681
Indonesia,Daihatsu,Light Trucks,Unclassified,Unclassified,67907,74403,69519,0,0,0,0,0,0,0,Asia,211829
Indonesia,Hino,Light Trucks,Unclassified,Unclassified,3588,0,3424,0,0,0,0,0,0,0,Asia,7012
Indonesia,Hino,Trucks,Unclassified,Unclassified,0,0,0,15270,17295,16080,7135,13258,14918,9485,Asia,93441
Indonesia,Hino,Trucks,Unclassified,Unclassified,0,0,0,0,0,12,0,6,0,0,Asia,18
Indonesia,Hino,Trucks,Unclassified,Unclassified,0,0,0,18,30,48,30,0,6,0,Asia,132
Indonesia,Hino,Trucks,Unclassified,Unclassified,0,0,0,3288,5013,3357,1121,1619,3223,2634,Asia,20255
Indonesia,Hino,Trucks,Unclassified,Unclassified,0,0,0,2790,6595,4337,936,1709,2964,3415,Asia,22746
Indonesia,Hino,Trucks,Unclassified,Unclassified,0,0,0,7770,11145,5902,2297,4667,9891,9217,Asia,50889
Indonesia,Hino,Trucks,Unclassified,Unclassified,0,0,0,882,1437,1089,462,558,714,570,Asia,5712
Indonesia,Hino,Buses,Unclassified,Unclassified,0,0,0,195,170,340,0,255,527,625,Asia,2112
Indonesia,Hino,Buses,Unclassified,Unclassified,0,0,0,156,72,24,18,0,11,82,Asia,363
Indonesia,Hino,Buses,Unclassified,Unclassified,0,0,0,48,414,156,102,246,18,0,Asia,984
Indonesia,Hino,Buses,Unclassified,Unclassified,0,0,0,0,66,30,72,36,6,0,Asia,210
Indonesia,Hino,Buses,Unclassified,Unclassified,0,0,0,0,0,0,0,0,0,331,Asia,331
Indonesia,Hino,Buses,Unclassified,Unclassified,0,0,0,0,0,0,0,0,138,634,Asia,772
Indonesia,Hino,Buses,Unclassified,Unclassified,0,0,0,156,83,108,42,12,6,0,Asia,407
Indonesia,Hino,Buses,Unclassified,Unclassified,0,0,0,1092,1279,942,438,84,148,552,Asia,4535
Indonesia,Toyota/Hino,Light Trucks,Unclassified,Unclassified,0,3969,0,0,0,0,0,0,0,0,Asia,3969
Indonesia,Nissan,Cars,Passenger,Passenger B,11120,0,0,0,0,0,0,0,0,0,Asia,11120
Indonesia,Nissan,Cars,SUV,SUV-B,14451,8314,3274,287,168,0,0,0,0,0,Asia,26494
Indonesia,Nissan,Cars,SUV,SUV-D,1804,9574,8172,2959,936,84,0,0,0,0,Asia,23529
Indonesia,Nissan,Cars,MPV,MPV,27096,14908,6699,6726,2064,96,0,0,0,0,Asia,57589
Indonesia,Nissan,Cars,MPV,MPV,1272,1231,224,0,0,16110,1582,2025,2438,2693,Asia,27575
Indonesia,Nissan,Cars,MPV,MPV,2213,1463,2021,1585,300,0,0,0,0,0,Asia,7582
Indonesia,Nissan,Cars,Unclassified,Unclassified,20106,2798,356,0,0,0,0,0,0,0,Asia,23260
Indonesia,Renault,Cars,SUV,SUV-C,658,402,427,127,177,7,0,0,0,0,Asia,1798
Indonesia,Datsun,Cars,Passenger,Passenger B,0,11844,9532,3974,4607,2902,204,0,0,0,Asia,33063
Indonesia,Datsun,Cars,SUV,SUV-B,0,0,0,0,4212,0,0,0,0,0,Asia,4212
Indonesia,Datsun,Cars,MPV,MPV,0,36863,18147,4920,3021,1614,78,0,0,0,Asia,64643
Indonesia,Datsun,Cars,Unclassified,Unclassified,14945,0,0,0,0,0,0,0,0,0,Asia,14945
Indonesia,Chevrolet,Cars,MPV,MPV,31192,4828,0,0,0,0,0,0,0,0,Asia,36020
Indonesia,Wuling,Cars,Passenger,Passenger A,0,0,0,0,0,0,0,0,8422,5626,Asia,14048
Indonesia,Wuling,Cars,Passenger,Passenger A,0,0,0,0,0,0,0,0,0,1797,Asia,1797
Indonesia,Wuling,Cars,SUV,SUV-C,0,0,0,0,0,0,0,0,0,5956,Asia,5956
Indonesia,Wuling,Cars,SUV,SUV-C,0,0,0,0,0,2679,476,0,0,0,Asia,3155
Indonesia,Wuling,Cars,SUV,SUV-D,0,0,0,0,0,9994,1862,10027,5541,2297,Asia,29721
Indonesia,Wuling,Cars,MPV,MPV,0,0,0,0,0,0,0,0,0,5297,Asia,5297
Indonesia,Wuling,Cars,MPV,MPV,0,0,0,6026,9558,9475,3268,10561,10831,780,Asia,50499
Indonesia,Wuling,Cars,MPV,MPV,0,0,0,123,6456,2581,1426,4314,4587,387,Asia,19874
Indonesia,Wuling,Cars,Unclassified,Unclassified,0,0,0,0,132,251,321,1375,1060,2316,Asia,5455
Indonesia,Hyundai,Cars,Passenger,Passenger A,364,0,0,0,0,0,0,0,0,0,Asia,364
Indonesia,Hyundai,Cars,Passenger,Passenger B,802,0,0,0,0,0,0,0,0,0,Asia,802
Indonesia,Hyundai,Cars,Passenger,Passenger C,1917,218,0,0,0,0,0,0,0,0,Asia,2135
Indonesia,Hyundai,Cars,SUV,SUV-C,0,0,0,0,0,0,0,0,57862,51091,Asia,108953
Indonesia,Hyundai,Cars,SUV,SUV-C,1354,0,0,0,0,0,0,0,0,0,Asia,1354
Indonesia,Hyundai,Cars,SUV,SUV-D,0,0,0,0,0,0,0,0,1865,7560,Asia,9425
Indonesia,Hyundai,Cars,SUV,SUV-D,0,0,0,0,0,0,0,0,971,1129,Asia,2100
Indonesia,Hyundai,Cars,MPV,MPV,1996,774,940,328,494,344,232,8,0,0,Asia,5116
Indonesia,Hyundai,Cars,MPV,MPV,0,0,0,180,3026,3445,745,762,716,2043,Asia,10917
Indonesia,Hyundai,Cars,MPV,MPV,0,0,0,0,0,0,0,0,21718,19777,Asia,41495
Indonesia,Kia,Cars,Passenger,Passenger A,2373,0,0,0,0,0,0,0,0,0,Asia,2373
Indonesia,Kia,Cars,MPV,MPV,439,366,155,0,0,0,0,0,0,0,Asia,960
Indonesia,Honda,Cars,Passenger,Passenger A,25411,27622,36340,53627,59483,70257,40314,45385,60804,62946,Asia,482189
Indonesia,Honda,Cars,Passenger,Passenger B,26310,18415,13044,15431,14040,12240,5400,840,0,0,Asia,105720
Indonesia,Honda,Cars,Passenger,Passenger C,0,0,0,0,0,0,0,9960,6041,2779,Asia,18780
Indonesia,Honda,Cars,SUV,SUV-B,0,48,38977,21479,8893,4025,1502,3454,28740,15600,Asia,122718
Indonesia,Honda,Cars,SUV,SUV-B,0,0,0,0,0,0,0,0,1740,20995,Asia,22735
Indonesia,Honda,Cars,SUV,SUV-C,538,30941,42941,38973,35622,21282,13191,16336,25073,27302,Asia,252199
Indonesia,Honda,Cars,SUV,SUV-D,20492,10321,7507,16347,13945,10443,5165,8880,7500,2700,Asia,103300
Indonesia,Honda,Cars,MPV,MPV,22715,5851,273,0,0,0,0,0,0,0,Asia,28839
Indonesia,Honda,Cars,MPV,MPV,98443,79180,36389,35640,24609,15000,5880,5220,1200,1440,Asia,303001
Indonesia,Peugeot (-2020),Cars,SUV,SUV-C,51,70,0,0,0,0,0,0,0,0,Asia,121
Indonesia,Peugeot (-2020),Cars,MPV,MPV,63,54,0,0,0,0,0,0,0,0,Asia,117
Indonesia,Suzuki,Cars,Passenger,Passenger A,23094,19961,20201,4366,4635,4174,1630,1940,0,0,Asia,80001
Indonesia,Suzuki,Cars,Passenger,Passenger C,575,0,0,0,0,0,0,0,0,0,Asia,575
Indonesia,Suzuki,Cars,SUV,SUV-C,0,0,0,0,0,0,23966,32611,34896,27795,Asia,119268
Indonesia,Suzuki,Cars,MPV,MPV,20708,24410,32747,14133,7615,8275,5175,5592,7101,7446,Asia,133202
Indonesia,Suzuki,Cars,MPV,MPV,48782,38701,35458,45869,41895,54555,16054,19024,25516,18277,Asia,344131
Indonesia,Suzuki,Cars,Unclassified,Unclassified,0,0,0,577,655,17,0,0,0,0,Asia,1249
Indonesia,Suzuki,Pickup,MPV,MPV,0,0,0,22681,22756,1722,0,0,0,0,Asia,47159
Indonesia,Suzuki,Pickup,Unclassified,Unclassified,0,0,0,28767,46638,55915,44969,68565,73722,56608,Asia,375184
Indonesia,Suzuki,Light Trucks,Unclassified,Unclassified,43641,53753,46481,0,0,0,0,0,0,0,Asia,143875
Indonesia,Mercedes-Benz (2022-),Cars,Passenger,Passenger C,0,0,0,0,0,0,0,0,205,283,Asia,488
Indonesia,Mercedes-Benz (2022-),Cars,Passenger,Passenger D,0,0,0,0,0,0,0,0,453,899,Asia,1352
Indonesia,Mercedes-Benz (2022-),Cars,Passenger,Passenger E,0,0,0,0,0,0,0,0,428,481,Asia,909
Indonesia,Mercedes-Benz (2022-),Cars,Passenger,Passenger E,0,0,0,0,0,0,0,0,236,202,Asia,438
Indonesia,Mercedes-Benz (2022-),Cars,SUV,SUV-C,0,0,0,0,0,0,0,0,342,265,Asia,607
Indonesia,Mercedes-Benz (2022-),Cars,SUV,SUV-D,0,0,0,0,0,0,0,0,491,361,Asia,852
Indonesia,Mercedes-Benz (2022-),Cars,SUV,SUV-E,0,0,0,0,0,0,0,0,408,461,Asia,869
Indonesia,Mercedes-Benz (2022-),Cars,SUV,SUV-E,0,0,0,0,0,0,0,0,181,150,Asia,331
Indonesia,Mercedes-Benz (-2021),Cars,Passenger,Passenger C,0,0,0,0,0,0,0,140,0,0,Asia,140
Indonesia,Mercedes-Benz (-2021),Cars,Passenger,Passenger D,2370,1595,997,234,0,116,290,166,0,0,Asia,5768
Indonesia,Mercedes-Benz (-2021),Cars,Passenger,Passenger E,2125,1342,527,225,0,73,167,93,0,0,Asia,4552
Indonesia,Mercedes-Benz (-2021),Cars,Passenger,Passenger E,372,301,656,2,0,13,29,19,0,0,Asia,1392
Indonesia,Mercedes-Benz (-2021),Cars,SUV,SUV-C,0,0,0,0,0,0,0,144,0,0,Asia,144
Indonesia,Mercedes-Benz (-2021),Cars,SUV,SUV-D,0,0,505,7,0,49,299,355,0,0,Asia,1215
Indonesia,Mercedes-Benz (-2021),Cars,SUV,SUV-E,115,0,0,0,0,0,0,0,0,0,Asia,115
Indonesia,Mercedes-Benz (-2021),Cars,SUV,SUV-E,0,0,342,69,0,0,166,315,0,0,Asia,892
Indonesia,Mercedes-Benz (-2021),Cars,SUV,SUV-E,0,257,0,0,0,0,0,0,0,0,Asia,257
Indonesia,Mercedes-Benz (-2021),Cars,SUV,SUV-E,0,107,257,1,0,0,70,82,0,0,Asia,517
Indonesia,Mercedes-Benz (-2021),Cars,SUV,SUV-E,164,0,0,0,0,0,0,0,0,0,Asia,164
Indonesia,Mercedes-Benz (-2021),Trucks,Unclassified,Unclassified,0,0,0,0,0,68,232,468,0,0,Asia,768
Indonesia,Mercedes-Benz (-2021),Buses,Unclassified,Unclassified,0,0,0,0,0,0,6,13,0,0,Asia,19
Indonesia,Mercedes-Benz (-2021),Buses,Unclassified,Unclassified,0,0,0,50,0,99,219,166,0,0,Asia,534
Indonesia,Mitsubishi Fuso (2004-21),Light Trucks,Unclassified,Unclassified,13506,11758,9943,0,0,0,0,0,0,0,Asia,35207
Indonesia,Mitsubishi Fuso (2004-21),Trucks,Unclassified,Unclassified,0,0,0,35328,46243,36766,18744,32862,0,0,Asia,169943
Indonesia,Mitsubishi Fuso (2004-21),Trucks,Unclassified,Unclassified,0,0,0,1316,1354,1175,408,564,0,0,Asia,4817
Indonesia,Mitsubishi Fuso (2004-21),Trucks,Unclassified,Unclassified,0,0,0,2907,4707,4448,1272,2161,0,0,Asia,15495
Indonesia,Mitsubishi Fuso (2004-21),Buses,Unclassified,Unclassified,0,0,0,853,1376,1576,784,526,0,0,Asia,5115
Indonesia,Daimler Truck (2022-),Trucks,Unclassified,Unclassified,0,0,0,0,0,0,0,0,963,1075,Asia,2038
Indonesia,Daimler Truck (2022-),Buses,Unclassified,Unclassified,0,0,0,0,0,0,0,0,18,0,Asia,18
Indonesia,Daimler Truck (2022-),Buses,Unclassified,Unclassified,0,0,0,0,0,0,0,0,206,345,Asia,551
Indonesia,Mitsubishi Fuso (2022-),Trucks,Unclassified,Unclassified,0,0,0,0,0,0,0,0,33748,26402,Asia,60150
Indonesia,Mitsubishi Fuso (2022-),Trucks,Unclassified,Unclassified,0,0,0,0,0,0,0,0,687,744,Asia,1431
Indonesia,Mitsubishi Fuso (2022-),Trucks,Unclassified,Unclassified,0,0,0,0,0,0,0,0,2911,3744,Asia,6655
Indonesia,Mitsubishi Fuso (2022-),Buses,Unclassified,Unclassified,0,0,0,0,0,0,0,0,968,1269,Asia,2237
Indonesia,BMW,Cars,Passenger,Passenger C,0,0,0,0,0,0,0,43,240,0,Asia,283
Indonesia,BMW,Cars,Passenger,Passenger D,995,1005,1001,409,1211,431,416,407,486,810,Asia,7171
Indonesia,BMW,Cars,Passenger,Passenger E,774,682,740,416,639,216,214,140,246,337,Asia,4404
Indonesia,BMW,Cars,Passenger,Passenger E,0,0,0,184,135,156,72,24,108,114,Asia,793
Indonesia,BMW,Cars,SUV,SUV-C,366,313,287,864,911,827,195,671,275,346,Asia,5055
Indonesia,BMW,Cars,SUV,SUV-D,173,170,188,72,131,348,117,266,511,503,Asia,2479
Indonesia,BMW,Cars,SUV,SUV-E,38,250,495,357,100,359,350,200,458,575,Asia,3182
Indonesia,BMW,Cars,SUV,SUV-E,0,0,0,0,0,0,43,35,138,118,Asia,334
